usuario,ubicacion,total_resenas_usuario,puntuacion,fecha,titulo,texto_comentario,fecha_sistema,texto_para_analisis,texto_limpio,texto_original,texto_sin_stopwords,texto_comentario_limpio,texto_comentario_sin_stopwords,tokens,tokens_sin_stopwords,num_palabras,num_palabras_limpias,longitud_comentario,conteo_palabras_unicas,num_resenas_usuario_total,polarity,subjectivity,sentiment,emocion_predominante,longitud_texto,segmento_usuario
Emar mar,ES,29opiniones,1,2025-12-06T16:11:59.000Z,Fuera de la ley,"Esta empresa facilita datos particulares como el DNI a las empresas de mensajería.Sorprendentemente, si la entrega es directa de ellos no lo piden.Eso es una ilegalidad que habrá que consultar a consumo y denunciarlo",2025-12-22 14:23:50,"Fuera de la ley. Esta empresa facilita datos particulares como el DNI a las empresas de mensajería.Sorprendentemente, si la entrega es directa de ellos no lo piden.Eso es una ilegalidad que habrá que consultar a consumo y denunciarlo",ley empresa facilita datos particulares dni empresas mensajeria sorprendentemente entrega directa piden ilegalidad habra consultar consumo denunciarlo,"Fuera de la ley. Esta empresa facilita datos particulares como el DNI a las empresas de mensajería.Sorprendentemente, si la entrega es directa de ellos no lo piden.Eso es una ilegalidad que habrá que consultar a consumo y denunciarlo",ley empresa facilita datos particulares dni empresas mensajeria sorprendentemente entrega directa piden ilegalidad habra consultar consumo denunciarlo,fuera de la ley esta empresa facilita datos particulares como el dni a las empresas de mensajeria sorprendentemente si la entrega es directa de ellos no lo piden eso es una ilegalidad que habra que consultar a consumo y denunciarlo,ley empresa facilita datos particulares dni empresas mensajeria sorprendentemente entrega directa piden ilegalidad habra consultar consumo denunciarlo,"['fuera', 'de', 'la', 'ley', 'esta', 'empresa', 'facilita', 'datos', 'particulares', 'como', 'el', 'dni', 'a', 'las', 'empresas', 'de', 'mensajeria', 'sorprendentemente', 'si', 'la', 'entrega', 'es', 'directa', 'de', 'ellos', 'no', 'lo', 'piden', 'eso', 'es', 'una', 'ilegalidad', 'que', 'habra', 'que', 'consultar', 'a', 'consumo', 'y', 'denunciarlo']","['ley', 'empresa', 'facilita', 'datos', 'particulares', 'dni', 'empresas', 'mensajeria', 'sorprendentemente', 'entrega', 'directa', 'piden', 'ilegalidad', 'habra', 'consultar', 'consumo', 'denunciarlo']",17,17,216,17,29,0.0,0.0,Neutral,neutral,150,Experto (>10)
Free,ES,19opiniones,1,2025-12-05T14:08:07.000Z,"Servicio pésimo, mentiras, tras mentiras.","Pongo una, porque no puedo poner 0. Ayer 12 horas un paquete en reparto, llamo y me dicen que acaban de hablar con el mensajero y que me lo entrega en un momento. A las 22:30, vuelvo a llamar y me dicen que hay que reprogramar, porque intentaron entregar (mentira). Hoy, ni tan siquiera lo ponen en reparto, llamo y me dicen que no saben si lo entregaran o no. Que en 48 horas lo sabrán.",2025-12-22 14:23:50,"Servicio pésimo, mentiras, tras mentiras.. Pongo una, porque no puedo poner 0. Ayer 12 horas un paquete en reparto, llamo y me dicen que acaban de hablar con el mensajero y que me lo entrega en un momento. A las 22:30, vuelvo a llamar y me dicen que hay que reprogramar, porque intentaron entregar (mentira). Hoy, ni tan siquiera lo ponen en reparto, llamo y me dicen que no saben si lo entregaran o no. Que en 48 horas lo sabrán.",servicio pesimo mentiras tras mentiras pongo puedo poner ayer horas paquete reparto llamo dicen acaban hablar mensajero entrega momento vuelvo llamar dicen reprogramar intentaron entregar mentira hoy siquiera ponen reparto llamo dicen saben entregaran horas sabran,"Servicio pésimo, mentiras, tras mentiras.. Pongo una, porque no puedo poner 0. Ayer 12 horas un paquete en reparto, llamo y me dicen que acaban de hablar con el mensajero y que me lo entrega en un momento. A las 22:30, vuelvo a llamar y me dicen que hay que reprogramar, porque intentaron entregar (mentira). Hoy, ni tan siquiera lo ponen en reparto, llamo y me dicen que no saben si lo entregaran o no. Que en 48 horas lo sabrán.",servicio pesimo mentiras tras mentiras pongo puedo poner ayer horas paquete reparto llamo dicen acaban hablar mensajero entrega momento vuelvo llamar dicen reprogramar intentaron entregar mentira hoy siquiera ponen reparto llamo dicen saben entregaran horas sabran,servicio pesimo mentiras tras mentiras pongo una porque no puedo poner ayer horas un paquete en reparto llamo y me dicen que acaban de hablar con el mensajero y que me lo entrega en un momento a las vuelvo a llamar y me dicen que hay que reprogramar porque intentaron entregar mentira hoy ni tan siquiera lo ponen en reparto llamo y me dicen que no saben si lo entregaran o no que en horas lo sabran,servicio pesimo mentiras tras mentiras pongo puedo poner ayer horas paquete reparto llamo dicen acaban hablar mensajero entrega momento vuelvo llamar dicen reprogramar intentaron entregar mentira hoy siquiera ponen reparto llamo dicen saben entregaran horas sabran,"['servicio', 'pesimo', 'mentiras', 'tras', 'mentiras', 'pongo', 'una', 'porque', 'no', 'puedo', 'poner', 'ayer', 'horas', 'un', 'paquete', 'en', 'reparto', 'llamo', 'y', 'me', 'dicen', 'que', 'acaban', 'de', 'hablar', 'con', 'el', 'mensajero', 'y', 'que', 'me', 'lo', 'entrega', 'en', 'un', 'momento', 'a', 'las', 'vuelvo', 'a', 'llamar', 'y', 'me', 'dicen', 'que', 'hay', 'que', 'reprogramar', 'porque', 'intentaron', 'entregar', 'mentira', 'hoy', 'ni', 'tan', 'siquiera', 'lo', 'ponen', 'en', 'reparto', 'llamo', 'y', 'me', 'dicen', 'que', 'no', 'saben', 'si', 'lo', 'entregaran', 'o', 'no', 'que', 'en', 'horas', 'lo', 'sabran']","['servicio', 'pesimo', 'mentiras', 'tras', 'mentiras', 'pongo', 'puedo', 'poner', 'ayer', 'horas', 'paquete', 'reparto', 'llamo', 'dicen', 'acaban', 'hablar', 'mensajero', 'entrega', 'momento', 'vuelvo', 'llamar', 'dicen', 'reprogramar', 'intentaron', 'entregar', 'mentira', 'hoy', 'siquiera', 'ponen', 'reparto', 'llamo', 'dicen', 'saben', 'entregaran', 'horas', 'sabran']",36,36,387,30,19,0.0,0.0,Neutral,neutral,264,Experto (>10)
Lazara Lopez,US,2opiniones,5,2025-12-05T10:41:36.000Z,Excelente 😍,Es súper fácil de encontrar lo que necesitas y lo más importante la rapidez y la seguridad de todos tus productos,2025-12-22 14:23:50,Excelente 😍. Es súper fácil de encontrar lo que necesitas y lo más importante la rapidez y la seguridad de todos tus productos,excelente super facil encontrar necesitas importante rapidez seguridad productos,Excelente 😍. Es súper fácil de encontrar lo que necesitas y lo más importante la rapidez y la seguridad de todos tus productos,excelente super facil encontrar necesitas importante rapidez seguridad productos,excelente es super facil de encontrar lo que necesitas y lo mas importante la rapidez y la seguridad de todos tus productos,excelente super facil encontrar necesitas importante rapidez seguridad productos,"['excelente', 'es', 'super', 'facil', 'de', 'encontrar', 'lo', 'que', 'necesitas', 'y', 'lo', 'mas', 'importante', 'la', 'rapidez', 'y', 'la', 'seguridad', 'de', 'todos', 'tus', 'productos']","['excelente', 'super', 'facil', 'encontrar', 'necesitas', 'importante', 'rapidez', 'seguridad', 'productos']",9,9,113,9,2,0.3333333333333333,0.6666666666666666,Positivo,positivas,80,Casual (2-3)
Mikel Martin,ES,5opiniones,1,2025-12-04T21:26:03.000Z,Seur no pasa a recoger las devoluciones…,Seur no pasa a recoger las devoluciones de Amazon y no dan otra alternativa.,2025-12-22 14:23:50,Seur no pasa a recoger las devoluciones…. Seur no pasa a recoger las devoluciones de Amazon y no dan otra alternativa.,seur pasa recoger devoluciones seur pasa recoger devoluciones dan alternativa,Seur no pasa a recoger las devoluciones…. Seur no pasa a recoger las devoluciones de Amazon y no dan otra alternativa.,seur pasa recoger devoluciones seur pasa recoger devoluciones dan alternativa,seur no pasa a recoger las devoluciones seur no pasa a recoger las devoluciones de amazon y no dan otra alternativa,seur pasa recoger devoluciones seur pasa recoger devoluciones dan alternativa,"['seur', 'no', 'pasa', 'a', 'recoger', 'las', 'devoluciones', 'seur', 'no', 'pasa', 'a', 'recoger', 'las', 'devoluciones', 'de', 'amazon', 'y', 'no', 'dan', 'otra', 'alternativa']","['seur', 'pasa', 'recoger', 'devoluciones', 'seur', 'pasa', 'recoger', 'devoluciones', 'dan', 'alternativa']",10,10,76,6,5,0.0,0.0,Neutral,neutral,77,Frecuente (4-10)
emilio,ES,5opiniones,1,2025-12-04T20:42:26.000Z,vendedores y amazon Basura,"Paquete en entrega desde el dia 1 , a saber que han enviado y donde, esta en reparto ya tres dias con direccion incorrecta, el vendedor ni se preocupa, amazon balones fuera, 10 dias del pedido y financiandose con mi dinero, para devoluciones mensajitos  de 48 en 48 horas y despues, si eso, ya se lo pensaran , unos sinverguenzas tanto vendedores externos como amazon , NÚMERO DE PEDIDO406-3348377-1789132",2025-12-22 14:23:50,"vendedores y amazon Basura. Paquete en entrega desde el dia 1 , a saber que han enviado y donde, esta en reparto ya tres dias con direccion incorrecta, el vendedor ni se preocupa, amazon balones fuera, 10 dias del pedido y financiandose con mi dinero, para devoluciones mensajitos  de 48 en 48 horas y despues, si eso, ya se lo pensaran , unos sinverguenzas tanto vendedores externos como amazon , NÚMERO DE PEDIDO406-3348377-1789132",vendedores basura paquete entrega dia saber enviado reparto tres dias direccion incorrecta vendedor preocupa balones dias pedido financiandose dinero devoluciones mensajitos horas despues pensaran sinverguenzas vendedores externos numero pedido,"vendedores y amazon Basura. Paquete en entrega desde el dia 1 , a saber que han enviado y donde, esta en reparto ya tres dias con direccion incorrecta, el vendedor ni se preocupa, amazon balones fuera, 10 dias del pedido y financiandose con mi dinero, para devoluciones mensajitos  de 48 en 48 horas y despues, si eso, ya se lo pensaran , unos sinverguenzas tanto vendedores externos como amazon , NÚMERO DE PEDIDO406-3348377-1789132",vendedores basura paquete entrega dia saber enviado reparto tres dias direccion incorrecta vendedor preocupa balones dias pedido financiandose dinero devoluciones mensajitos horas despues pensaran sinverguenzas vendedores externos numero pedido,vendedores y amazon basura paquete en entrega desde el dia a saber que han enviado y donde esta en reparto ya tres dias con direccion incorrecta el vendedor ni se preocupa amazon balones fuera dias del pedido y financiandose con mi dinero para devoluciones mensajitos de en horas y despues si eso ya se lo pensaran unos sinverguenzas tanto vendedores externos como amazon numero de pedido,vendedores basura paquete entrega dia saber enviado reparto tres dias direccion incorrecta vendedor preocupa balones dias pedido financiandose dinero devoluciones mensajitos horas despues pensaran sinverguenzas vendedores externos numero pedido,"['vendedores', 'y', 'amazon', 'basura', 'paquete', 'en', 'entrega', 'desde', 'el', 'dia', 'a', 'saber', 'que', 'han', 'enviado', 'y', 'donde', 'esta', 'en', 'reparto', 'ya', 'tres', 'dias', 'con', 'direccion', 'incorrecta', 'el', 'vendedor', 'ni', 'se', 'preocupa', 'amazon', 'balones', 'fuera', 'dias', 'del', 'pedido', 'y', 'financiandose', 'con', 'mi', 'dinero', 'para', 'devoluciones', 'mensajitos', 'de', 'en', 'horas', 'y', 'despues', 'si', 'eso', 'ya', 'se', 'lo', 'pensaran', 'unos', 'sinverguenzas', 'tanto', 'vendedores', 'externos', 'como', 'amazon', 'numero', 'de', 'pedido']","['vendedores', 'basura', 'paquete', 'entrega', 'dia', 'saber', 'enviado', 'reparto', 'tres', 'dias', 'direccion', 'incorrecta', 'vendedor', 'preocupa', 'balones', 'dias', 'pedido', 'financiandose', 'dinero', 'devoluciones', 'mensajitos', 'horas', 'despues', 'pensaran', 'sinverguenzas', 'vendedores', 'externos', 'numero', 'pedido']",29,29,405,26,5,0.0,0.0,Neutral,neutral,244,Frecuente (4-10)
juan r,ES,1opinión,1,2025-12-04T20:12:11.000Z,Atención al cliente me engaña,"Me dicen (atención al cliente de Amazon) que me hacen una compensación por un problema con el envío y me lo confirman por correo electrónico. No veo la compensación y hablo con atención al cliente y me dice que me han engañado, palabras textuales. Una vergüenza.",2025-12-22 14:23:50,"Atención al cliente me engaña. Me dicen (atención al cliente de Amazon) que me hacen una compensación por un problema con el envío y me lo confirman por correo electrónico. No veo la compensación y hablo con atención al cliente y me dice que me han engañado, palabras textuales. Una vergüenza.",atencion cliente engana dicen atencion cliente hacen compensacion problema envio confirman correo electronico veo compensacion hablo atencion cliente dice enganado palabras textuales verguenza,"Atención al cliente me engaña. Me dicen (atención al cliente de Amazon) que me hacen una compensación por un problema con el envío y me lo confirman por correo electrónico. No veo la compensación y hablo con atención al cliente y me dice que me han engañado, palabras textuales. Una vergüenza.",atencion cliente engana dicen atencion cliente hacen compensacion problema envio confirman correo electronico veo compensacion hablo atencion cliente dice enganado palabras textuales verguenza,atencion al cliente me engana me dicen atencion al cliente de amazon que me hacen una compensacion por un problema con el envio y me lo confirman por correo electronico no veo la compensacion y hablo con atencion al cliente y me dice que me han enganado palabras textuales una verguenza,atencion cliente engana dicen atencion cliente hacen compensacion problema envio confirman correo electronico veo compensacion hablo atencion cliente dice enganado palabras textuales verguenza,"['atencion', 'al', 'cliente', 'me', 'engana', 'me', 'dicen', 'atencion', 'al', 'cliente', 'de', 'amazon', 'que', 'me', 'hacen', 'una', 'compensacion', 'por', 'un', 'problema', 'con', 'el', 'envio', 'y', 'me', 'lo', 'confirman', 'por', 'correo', 'electronico', 'no', 'veo', 'la', 'compensacion', 'y', 'hablo', 'con', 'atencion', 'al', 'cliente', 'y', 'me', 'dice', 'que', 'me', 'han', 'enganado', 'palabras', 'textuales', 'una', 'verguenza']","['atencion', 'cliente', 'engana', 'dicen', 'atencion', 'cliente', 'hacen', 'compensacion', 'problema', 'envio', 'confirman', 'correo', 'electronico', 'veo', 'compensacion', 'hablo', 'atencion', 'cliente', 'dice', 'enganado', 'palabras', 'textuales', 'verguenza']",23,23,262,18,1,0.0,0.0,Neutral,negativas,192,Nuevo (1)
Pixi,ES,1opinión,1,2025-12-04T19:27:50.000Z,Engañado por atención al cliente de Amazon,Recibo un correo electrónico en el que se me indica que me hacen una compensación por las molestias ocasionadas en un envío pero dicha compensación no aparece en mi cuenta. Me pongo en contacto con atención al cliente de Amazon y me dicen que la persona que me atendió no me dijo la verdad y que no me van a compensar aún teniendo correo que así lo indica. ESTO ES AMAZON,2025-12-22 14:23:50,Engañado por atención al cliente de Amazon. Recibo un correo electrónico en el que se me indica que me hacen una compensación por las molestias ocasionadas en un envío pero dicha compensación no aparece en mi cuenta. Me pongo en contacto con atención al cliente de Amazon y me dicen que la persona que me atendió no me dijo la verdad y que no me van a compensar aún teniendo correo que así lo indica. ESTO ES AMAZON,enganado atencion cliente recibo correo electronico indica hacen compensacion molestias ocasionadas envio dicha compensacion aparece cuenta pongo contacto atencion cliente dicen persona atendio dijo verdad van compensar aun correo asi indica,Engañado por atención al cliente de Amazon. Recibo un correo electrónico en el que se me indica que me hacen una compensación por las molestias ocasionadas en un envío pero dicha compensación no aparece en mi cuenta. Me pongo en contacto con atención al cliente de Amazon y me dicen que la persona que me atendió no me dijo la verdad y que no me van a compensar aún teniendo correo que así lo indica. ESTO ES AMAZON,enganado atencion cliente recibo correo electronico indica hacen compensacion molestias ocasionadas envio dicha compensacion aparece cuenta pongo contacto atencion cliente dicen persona atendio dijo verdad van compensar aun correo asi indica,enganado por atencion al cliente de amazon recibo un correo electronico en el que se me indica que me hacen una compensacion por las molestias ocasionadas en un envio pero dicha compensacion no aparece en mi cuenta me pongo en contacto con atencion al cliente de amazon y me dicen que la persona que me atendio no me dijo la verdad y que no me van a compensar aun teniendo correo que asi lo indica esto es amazon,enganado atencion cliente recibo correo electronico indica hacen compensacion molestias ocasionadas envio dicha compensacion aparece cuenta pongo contacto atencion cliente dicen persona atendio dijo verdad van compensar aun correo asi indica,"['enganado', 'por', 'atencion', 'al', 'cliente', 'de', 'amazon', 'recibo', 'un', 'correo', 'electronico', 'en', 'el', 'que', 'se', 'me', 'indica', 'que', 'me', 'hacen', 'una', 'compensacion', 'por', 'las', 'molestias', 'ocasionadas', 'en', 'un', 'envio', 'pero', 'dicha', 'compensacion', 'no', 'aparece', 'en', 'mi', 'cuenta', 'me', 'pongo', 'en', 'contacto', 'con', 'atencion', 'al', 'cliente', 'de', 'amazon', 'y', 'me', 'dicen', 'que', 'la', 'persona', 'que', 'me', 'atendio', 'no', 'me', 'dijo', 'la', 'verdad', 'y', 'que', 'no', 'me', 'van', 'a', 'compensar', 'aun', 'teniendo', 'correo', 'que', 'asi', 'lo', 'indica', 'esto', 'es', 'amazon']","['enganado', 'atencion', 'cliente', 'recibo', 'correo', 'electronico', 'indica', 'hacen', 'compensacion', 'molestias', 'ocasionadas', 'envio', 'dicha', 'compensacion', 'aparece', 'cuenta', 'pongo', 'contacto', 'atencion', 'cliente', 'dicen', 'persona', 'atendio', 'dijo', 'verdad', 'van', 'compensar', 'aun', 'correo', 'asi', 'indica']",31,31,371,26,1,0.0,0.0,Neutral,neutral,241,Nuevo (1)
Fernando Jimenez,ES,4opiniones,1,2025-12-04T00:44:23.000Z,no tiene atencion al cliente solo…,no tiene atencion al cliente solo inteligencia artificial y deja los paque sin entregar en mano . avandonados a su suerte en la entrada de los pisos a merced de cualquiera,2025-12-22 14:23:50,no tiene atencion al cliente solo…. no tiene atencion al cliente solo inteligencia artificial y deja los paque sin entregar en mano . avandonados a su suerte en la entrada de los pisos a merced de cualquiera,atencion cliente atencion cliente inteligencia artificial deja paque entregar mano avandonados suerte entrada pisos merced cualquiera,no tiene atencion al cliente solo…. no tiene atencion al cliente solo inteligencia artificial y deja los paque sin entregar en mano . avandonados a su suerte en la entrada de los pisos a merced de cualquiera,atencion cliente atencion cliente inteligencia artificial deja paque entregar mano avandonados suerte entrada pisos merced cualquiera,no tiene atencion al cliente solo no tiene atencion al cliente solo inteligencia artificial y deja los paque sin entregar en mano avandonados a su suerte en la entrada de los pisos a merced de cualquiera,atencion cliente atencion cliente inteligencia artificial deja paque entregar mano avandonados suerte entrada pisos merced cualquiera,"['no', 'tiene', 'atencion', 'al', 'cliente', 'solo', 'no', 'tiene', 'atencion', 'al', 'cliente', 'solo', 'inteligencia', 'artificial', 'y', 'deja', 'los', 'paque', 'sin', 'entregar', 'en', 'mano', 'avandonados', 'a', 'su', 'suerte', 'en', 'la', 'entrada', 'de', 'los', 'pisos', 'a', 'merced', 'de', 'cualquiera']","['atencion', 'cliente', 'atencion', 'cliente', 'inteligencia', 'artificial', 'deja', 'paque', 'entregar', 'mano', 'avandonados', 'suerte', 'entrada', 'pisos', 'merced', 'cualquiera']",16,16,171,14,4,-0.6,1.0,Negativo,neutral,133,Frecuente (4-10)
Loly Castillo,ES,9opiniones,1,2025-12-03T22:08:42.000Z,Pedido cancelado y no me han hecho el reembolso,Hice un pedido el 15 de noviembre y fue cancelado al instante. Llamé a atención al cliente e informé sobre ello.Aún así me enviaron el pedido.No he aceptado el paquete obviamente porque yo lo había cancelado.He llamado un montón de veces y no me hacen el reembolso,2025-12-22 14:23:50,Pedido cancelado y no me han hecho el reembolso. Hice un pedido el 15 de noviembre y fue cancelado al instante. Llamé a atención al cliente e informé sobre ello.Aún así me enviaron el pedido.No he aceptado el paquete obviamente porque yo lo había cancelado.He llamado un montón de veces y no me hacen el reembolso,pedido cancelado hecho reembolso hice pedido noviembre cancelado instante llame atencion cliente informe ello aun asi enviaron pedido aceptado paquete obviamente habia cancelado llamado monton veces hacen reembolso,Pedido cancelado y no me han hecho el reembolso. Hice un pedido el 15 de noviembre y fue cancelado al instante. Llamé a atención al cliente e informé sobre ello.Aún así me enviaron el pedido.No he aceptado el paquete obviamente porque yo lo había cancelado.He llamado un montón de veces y no me hacen el reembolso,pedido cancelado hecho reembolso hice pedido noviembre cancelado instante llame atencion cliente informe ello aun asi enviaron pedido aceptado paquete obviamente habia cancelado llamado monton veces hacen reembolso,pedido cancelado y no me han hecho el reembolso hice un pedido el de noviembre y fue cancelado al instante llame a atencion al cliente e informe sobre ello aun asi me enviaron el pedido no he aceptado el paquete obviamente porque yo lo habia cancelado he llamado un monton de veces y no me hacen el reembolso,pedido cancelado hecho reembolso hice pedido noviembre cancelado instante llame atencion cliente informe ello aun asi enviaron pedido aceptado paquete obviamente habia cancelado llamado monton veces hacen reembolso,"['pedido', 'cancelado', 'y', 'no', 'me', 'han', 'hecho', 'el', 'reembolso', 'hice', 'un', 'pedido', 'el', 'de', 'noviembre', 'y', 'fue', 'cancelado', 'al', 'instante', 'llame', 'a', 'atencion', 'al', 'cliente', 'e', 'informe', 'sobre', 'ello', 'aun', 'asi', 'me', 'enviaron', 'el', 'pedido', 'no', 'he', 'aceptado', 'el', 'paquete', 'obviamente', 'porque', 'yo', 'lo', 'habia', 'cancelado', 'he', 'llamado', 'un', 'monton', 'de', 'veces', 'y', 'no', 'me', 'hacen', 'el', 'reembolso']","['pedido', 'cancelado', 'hecho', 'reembolso', 'hice', 'pedido', 'noviembre', 'cancelado', 'instante', 'llame', 'atencion', 'cliente', 'informe', 'ello', 'aun', 'asi', 'enviaron', 'pedido', 'aceptado', 'paquete', 'obviamente', 'habia', 'cancelado', 'llamado', 'monton', 'veces', 'hacen', 'reembolso']",28,28,264,23,9,0.0,0.0,Neutral,neutral,214,Frecuente (4-10)
melodia arcos diaz,ES,8opiniones,1,2025-12-03T21:52:31.000Z,ESTAFADORES,"Ya es la segunda vez que hago un pedido con ellos y me dice que lo entregan un día , pasa una semana y ese paquete sigue sin llegar. Me meto en seguimiento y es que no se sabe ni dónde está. Son unos sin vergüenzas se quedan con el dinero de uno y te dejan esperando por un paquete que supuestamente te llega al día siguiente por ser subscritor de Amazon Prime.",2025-12-22 14:23:50,"ESTAFADORES. Ya es la segunda vez que hago un pedido con ellos y me dice que lo entregan un día , pasa una semana y ese paquete sigue sin llegar. Me meto en seguimiento y es que no se sabe ni dónde está. Son unos sin vergüenzas se quedan con el dinero de uno y te dejan esperando por un paquete que supuestamente te llega al día siguiente por ser subscritor de Amazon Prime.",estafadores segunda hago pedido dice entregan dia pasa semana paquete sigue llegar meto seguimiento sabe verguenzas quedan dinero dejan esperando paquete supuestamente llega dia siguiente ser subscritor prime,"ESTAFADORES. Ya es la segunda vez que hago un pedido con ellos y me dice que lo entregan un día , pasa una semana y ese paquete sigue sin llegar. Me meto en seguimiento y es que no se sabe ni dónde está. Son unos sin vergüenzas se quedan con el dinero de uno y te dejan esperando por un paquete que supuestamente te llega al día siguiente por ser subscritor de Amazon Prime.",estafadores segunda hago pedido dice entregan dia pasa semana paquete sigue llegar meto seguimiento sabe verguenzas quedan dinero dejan esperando paquete supuestamente llega dia siguiente ser subscritor prime,estafadores ya es la segunda vez que hago un pedido con ellos y me dice que lo entregan un dia pasa una semana y ese paquete sigue sin llegar me meto en seguimiento y es que no se sabe ni donde esta son unos sin verguenzas se quedan con el dinero de uno y te dejan esperando por un paquete que supuestamente te llega al dia siguiente por ser subscritor de amazon prime,estafadores segunda hago pedido dice entregan dia pasa semana paquete sigue llegar meto seguimiento sabe verguenzas quedan dinero dejan esperando paquete supuestamente llega dia siguiente ser subscritor prime,"['estafadores', 'ya', 'es', 'la', 'segunda', 'vez', 'que', 'hago', 'un', 'pedido', 'con', 'ellos', 'y', 'me', 'dice', 'que', 'lo', 'entregan', 'un', 'dia', 'pasa', 'una', 'semana', 'y', 'ese', 'paquete', 'sigue', 'sin', 'llegar', 'me', 'meto', 'en', 'seguimiento', 'y', 'es', 'que', 'no', 'se', 'sabe', 'ni', 'donde', 'esta', 'son', 'unos', 'sin', 'verguenzas', 'se', 'quedan', 'con', 'el', 'dinero', 'de', 'uno', 'y', 'te', 'dejan', 'esperando', 'por', 'un', 'paquete', 'que', 'supuestamente', 'te', 'llega', 'al', 'dia', 'siguiente', 'por', 'ser', 'subscritor', 'de', 'amazon', 'prime']","['estafadores', 'segunda', 'hago', 'pedido', 'dice', 'entregan', 'dia', 'pasa', 'semana', 'paquete', 'sigue', 'llegar', 'meto', 'seguimiento', 'sabe', 'verguenzas', 'quedan', 'dinero', 'dejan', 'esperando', 'paquete', 'supuestamente', 'llega', 'dia', 'siguiente', 'ser', 'subscritor', 'prime']",28,28,361,26,8,0.0,0.0,Neutral,neutral,208,Frecuente (4-10)
jose Javier Argüelles,ES,1opinión,1,2025-12-03T20:29:45.000Z,Estafa por culpa de la empresa de trasporte,"He comprado un dron dji nano con muchos accesorios y un estuche de trasporte.Hoy me ha llegado y he ido a un punto de recogida a por ello.Me he encontrado con la caja abierta.El estuche no estaba y estaba la caja del dron VACIA.....He hecho la reclamación a un numero que te dan en atención del cliente,un número con tarifa especial....me han tenido más de 40 minutos y ahora esperar.Los de la empresa de trasporte unos sinvergüenzas.Una pena.",2025-12-22 14:23:50,"Estafa por culpa de la empresa de trasporte. He comprado un dron dji nano con muchos accesorios y un estuche de trasporte.Hoy me ha llegado y he ido a un punto de recogida a por ello.Me he encontrado con la caja abierta.El estuche no estaba y estaba la caja del dron VACIA.....He hecho la reclamación a un numero que te dan en atención del cliente,un número con tarifa especial....me han tenido más de 40 minutos y ahora esperar.Los de la empresa de trasporte unos sinvergüenzas.Una pena.",estafa culpa empresa trasporte comprado dron dji nano accesorios estuche trasporte hoy llegado ido punto recogida ello encontrado caja abierta estuche caja dron vacia hecho reclamacion numero dan atencion cliente numero tarifa especial minutos ahora esperar empresa trasporte sinverguenzas pena,"Estafa por culpa de la empresa de trasporte. He comprado un dron dji nano con muchos accesorios y un estuche de trasporte.Hoy me ha llegado y he ido a un punto de recogida a por ello.Me he encontrado con la caja abierta.El estuche no estaba y estaba la caja del dron VACIA.....He hecho la reclamación a un numero que te dan en atención del cliente,un número con tarifa especial....me han tenido más de 40 minutos y ahora esperar.Los de la empresa de trasporte unos sinvergüenzas.Una pena.",estafa culpa empresa trasporte comprado dron dji nano accesorios estuche trasporte hoy llegado ido punto recogida ello encontrado caja abierta estuche caja dron vacia hecho reclamacion numero dan atencion cliente numero tarifa especial minutos ahora esperar empresa trasporte sinverguenzas pena,estafa por culpa de la empresa de trasporte he comprado un dron dji nano con muchos accesorios y un estuche de trasporte hoy me ha llegado y he ido a un punto de recogida a por ello me he encontrado con la caja abierta el estuche no estaba y estaba la caja del dron vacia he hecho la reclamacion a un numero que te dan en atencion del cliente un numero con tarifa especial me han tenido mas de minutos y ahora esperar los de la empresa de trasporte unos sinverguenzas una pena,estafa culpa empresa trasporte comprado dron dji nano accesorios estuche trasporte hoy llegado ido punto recogida ello encontrado caja abierta estuche caja dron vacia hecho reclamacion numero dan atencion cliente numero tarifa especial minutos ahora esperar empresa trasporte sinverguenzas pena,"['estafa', 'por', 'culpa', 'de', 'la', 'empresa', 'de', 'trasporte', 'he', 'comprado', 'un', 'dron', 'dji', 'nano', 'con', 'muchos', 'accesorios', 'y', 'un', 'estuche', 'de', 'trasporte', 'hoy', 'me', 'ha', 'llegado', 'y', 'he', 'ido', 'a', 'un', 'punto', 'de', 'recogida', 'a', 'por', 'ello', 'me', 'he', 'encontrado', 'con', 'la', 'caja', 'abierta', 'el', 'estuche', 'no', 'estaba', 'y', 'estaba', 'la', 'caja', 'del', 'dron', 'vacia', 'he', 'hecho', 'la', 'reclamacion', 'a', 'un', 'numero', 'que', 'te', 'dan', 'en', 'atencion', 'del', 'cliente', 'un', 'numero', 'con', 'tarifa', 'especial', 'me', 'han', 'tenido', 'mas', 'de', 'minutos', 'y', 'ahora', 'esperar', 'los', 'de', 'la', 'empresa', 'de', 'trasporte', 'unos', 'sinverguenzas', 'una', 'pena']","['estafa', 'culpa', 'empresa', 'trasporte', 'comprado', 'dron', 'dji', 'nano', 'accesorios', 'estuche', 'trasporte', 'hoy', 'llegado', 'ido', 'punto', 'recogida', 'ello', 'encontrado', 'caja', 'abierta', 'estuche', 'caja', 'dron', 'vacia', 'hecho', 'reclamacion', 'numero', 'dan', 'atencion', 'cliente', 'numero', 'tarifa', 'especial', 'minutos', 'ahora', 'esperar', 'empresa', 'trasporte', 'sinverguenzas', 'pena']",40,40,443,33,1,0.0,0.0,Neutral,neutral,294,Nuevo (1)
